student_id,gender,class_level,age,attendance_pct,avg_marks,previous_failures,family_income_monthly,distance_to_school_km,guardian_education,single_parent,sibling_dropout,mobile_available,internet_access,scholarship,midday_meal,study_hours_per_day,health_risk,school_engagement_score,teacher_feedback_score,disciplinary_incidents,dropout_flag
4355,Female,10,14,75.9,54.5,0,15800,1.7,No Schooling,0,0,0,1,1,1,2.3,Low,28.5,36.4,1,0
4356,Female,9,13,76.1,79.1,0,5300,0.5,Primary,1,0,0,0,0,0,6.3,Medium,50.6,15.7,0,0
4357,Female,6,13,88.7,72.2,0,18400,4.3,Graduate,0,0,0,0,0,1,4.5,High,36.7,26.0,0,0
4358,Male,10,14,90.1,100.0,1,3800,12.7,No Schooling,1,1,1,1,0,1,6.8,Low,46.1,49.7,0,0
4359,Male,6,10,84.8,61.8,1,12300,0.1,Secondary,1,1,1,0,0,1,6.4,Low,43.6,41.4,0,0
4360,Female,8,14,88.9,70.5,0,7200,1.8,No Schooling,0,0,1,0,0,0,2.4,Low,48.1,45.6,0,0
4361,Male,6,11,83.9,72.7,0,10300,1.6,Primary,0,0,0,0,1,1,4.6,Low,50.9,32.4,0,0
4362,Female,6,13,75.7,31.9,0,11700,1.0,Higher Secondary,0,1,0,0,1,1,1.9,Medium,21.3,29.2,1,0
4363,Female,10,14,91.2,71.9,2,7300,3.4,Secondary,0,0,0,0,0,1,4.0,Low,73.2,34.8,1,0
4364,Female,8,14,69.3,30.2,2,11000,2.3,Graduate,1,0,1,0,0,1,2.6,Medium,43.4,14.8,0,0
4365,Female,7,14,95.3,74.1,0,13200,7.2,Primary,0,0,1,0,0,1,3.2,Medium,46.2,45.5,0,0
4366,Male,9,15,53.5,19.5,3,3000,3.0,Primary,0,1,1,0,0,1,0.6,Medium,22.2,21.4,0,1
4367,Male,10,14,82.5,41.7,0,4100,0.5,Primary,1,0,0,0,0,1,2.6,Low,20.1,18.8,0,0
4368,Female,10,14,88.0,46.7,0,14500,0.4,Primary,0,1,1,0,0,1,1.6,Low,50.8,19.5,0,1
4369,Male,10,14,84.9,77.3,1,3000,7.9,Higher Secondary,0,1,1,0,1,0,4.6,Medium,45.4,30.8,0,0
4370,Male,10,17,95.2,45.2,0,3500,0.9,No Schooling,0,0,0,0,1,1,4.5,Medium,45.4,43.9,1,0
4371,Male,9,13,95.5,81.0,0,22600,3.1,Graduate,0,0,1,1,0,1,3.8,Medium,32.2,28.7,0,0
4372,Male,7,11,91.7,71.8,1,5900,3.3,No Schooling,1,0,0,0,0,1,4.9,Low,17.0,32.7,1,0
4373,Male,10,15,92.8,92.3,2,8800,3.8,Higher Secondary,0,0,1,0,1,0,5.7,Low,46.6,36.2,0,0
4374,Male,6,11,91.5,64.8,0,10200,1.8,No Schooling,0,0,1,0,0,1,3.6,Low,37.4,28.8,0,0
4375,Female,6,10,95.9,100.0,0,10600,1.3,Primary,0,0,1,0,1,1,8.0,Low,57.1,42.4,0,0
4376,Male,8,13,69.9,17.4,3,5400,3.4,Primary,0,0,1,0,0,0,2.4,Low,33.2,13.9,0,0
4377,Female,7,14,85.8,70.1,0,6000,1.0,No Schooling,0,0,0,0,0,1,3.4,Medium,44.0,11.9,0,0
4378,Male,8,12,75.9,60.2,0,34700,0.9,No Schooling,0,0,1,0,0,1,4.4,High,11.5,39.2,2,0
4379,Female,10,17,69.7,55.3,0,3100,2.8,Secondary,0,1,0,0,0,0,4.3,Low,32.3,24.7,0,0
4380,Male,8,14,70.7,57.7,0,4700,1.2,No Schooling,0,0,0,0,0,0,4.3,Low,16.8,1.0,0,0
4381,Female,8,13,93.8,56.0,0,3400,4.6,Graduate,0,0,0,0,0,1,4.9,Medium,41.4,28.2,1,0
4382,Male,7,13,77.4,36.7,0,6700,0.8,No Schooling,0,0,1,0,0,1,3.3,Low,18.9,43.6,0,0
4383,Male,9,14,95.7,59.3,0,4000,0.1,Secondary,0,0,1,0,1,1,2.6,Low,38.9,13.1,0,0
4384,Male,6,10,84.6,64.9,3,18700,1.2,Higher Secondary,1,0,0,0,1,1,5.2,Low,31.8,27.5,1,1
4385,Female,6,10,81.4,45.8,2,23400,1.4,Primary,1,0,0,0,0,1,5.8,Low,48.5,28.2,0,0
4386,Female,9,13,94.3,47.6,0,7500,0.7,Graduate,0,1,0,1,1,1,5.4,Medium,42.2,44.6,0,0
4387,Male,8,14,94.7,96.3,2,3800,13.2,Primary,0,0,1,0,1,0,2.4,Medium,41.0,48.7,0,0
4388,Male,7,11,69.2,80.4,1,27600,7.3,Primary,0,1,1,0,1,1,4.1,Low,55.4,36.9,0,0
4389,Female,7,11,83.4,48.9,0,4500,6.2,Secondary,1,0,0,0,1,1,3.7,Low,41.2,12.9,1,0
4390,Female,6,10,77.9,73.7,2,9000,0.2,Primary,1,0,0,0,0,1,3.2,Low,39.7,25.3,0,0
4391,Male,9,13,72.9,77.7,0,9900,0.8,Secondary,1,1,1,0,1,1,4.7,Low,54.7,44.9,0,0
4392,Female,7,14,79.4,86.1,0,3900,6.1,Primary,0,0,0,0,1,0,7.8,Low,27.9,29.3,1,0
4393,Male,8,12,63.3,49.4,0,5700,8.5,Primary,0,0,0,0,0,0,5.8,Low,42.4,38.8,0,0
4394,Female,10,16,56.2,73.1,1,28100,1.6,Primary,1,0,1,0,0,1,4.0,Low,36.4,26.4,0,0
4395,Male,9,14,72.9,62.7,1,9300,6.0,Secondary,0,0,0,0,0,1,1.8,Medium,39.2,20.4,0,0
4396,Male,6,10,82.4,25.9,2,10800,6.3,Graduate,0,1,0,0,0,1,1.2,Low,19.4,31.9,0,1
4397,Male,9,14,86.9,70.7,0,13600,0.6,Higher Secondary,1,0,1,0,0,0,5.2,Low,31.5,27.2,0,0
4398,Female,6,10,69.4,57.5,0,10400,0.2,Primary,0,0,0,1,0,1,6.0,Low,45.5,43.4,0,0
4399,Male,6,11,79.1,91.6,1,15600,2.8,Primary,1,0,0,0,0,1,7.7,Low,39.8,46.9,0,0
4400,Female,9,16,87.7,100.0,0,11200,9.8,Secondary,0,0,0,0,1,0,6.6,Low,42.4,47.6,0,0
4401,Female,6,12,81.8,36.2,2,7000,1.3,No Schooling,0,0,0,0,0,1,2.5,High,34.3,27.9,1,1
4402,Female,7,14,79.3,86.2,2,50000,1.6,Secondary,1,0,1,1,0,1,5.1,Low,62.9,63.0,0,0
4403,Male,10,16,61.5,46.9,0,5100,6.8,Primary,0,1,1,0,0,1,7.1,Low,38.0,45.0,0,0
4404,Male,9,16,66.9,27.3,3,5900,3.0,Secondary,1,0,0,1,0,1,0.0,Low,44.8,3.4,1,1
4405,Male,10,14,74.8,100.0,0,20400,9.6,Higher Secondary,0,0,0,0,0,0,7.1,Low,29.5,47.6,0,0
4406,Female,10,14,62.6,45.7,0,13400,2.0,Graduate,0,0,1,0,1,0,2.3,High,25.2,10.6,0,0
4407,Female,7,12,59.1,51.0,0,5800,5.3,Higher Secondary,0,1,0,0,0,1,2.1,Medium,17.8,24.4,0,0
4408,Male,9,15,90.5,77.3,5,5500,0.6,Secondary,0,0,1,0,0,0,6.0,High,69.1,55.0,1,0
4409,Female,7,14,97.6,100.0,1,7800,4.7,Graduate,1,0,0,0,0,1,7.3,Low,58.1,21.1,0,0
4410,Male,9,13,78.5,93.3,1,9700,5.6,Graduate,0,0,0,0,1,1,6.3,High,74.3,50.2,0,0
4411,Male,7,11,72.0,100.0,0,7800,0.1,No Schooling,0,0,0,0,0,1,5.8,Low,34.7,49.3,0,0
4412,Male,6,13,81.2,83.2,2,5400,1.1,No Schooling,1,0,0,0,1,1,6.0,Medium,68.2,52.1,1,1
4413,Female,6,12,71.5,36.8,1,12500,2.3,Secondary,1,0,1,1,0,1,1.6,High,57.5,26.0,0,0
4414,Male,9,14,74.8,83.1,0,8200,5.0,Higher Secondary,0,0,0,0,0,1,5.9,High,66.7,34.8,1,0
4415,Male,6,10,85.1,71.3,1,14500,0.1,Secondary,0,1,0,0,0,0,3.1,Medium,36.3,33.6,0,0
4416,Female,8,14,84.4,91.9,0,8700,2.3,Primary,0,0,1,0,0,1,4.9,Low,41.6,54.8,0,0
4417,Female,10,17,57.4,60.6,0,3000,2.5,Secondary,1,0,0,0,0,1,3.2,Low,34.5,20.1,1,0
4418,Male,9,13,53.9,46.4,0,11100,0.8,Primary,0,0,0,0,0,0,2.5,Low,33.3,41.3,0,0
4419,Male,7,11,85.8,96.0,0,15600,0.5,Secondary,0,0,0,0,0,0,6.0,Low,36.4,49.3,0,0
4420,Male,6,13,66.7,100.0,5,10400,1.3,Graduate,0,0,1,0,1,1,6.4,High,48.0,24.7,0,0
4421,Male,10,17,81.4,66.6,0,3000,3.2,Graduate,0,0,0,0,1,1,3.4,High,42.8,27.4,0,0
4422,Male,8,12,76.4,45.3,0,9700,0.7,Higher Secondary,0,0,0,0,0,0,1.0,Low,16.8,5.3,1,0
4423,Female,7,13,67.9,62.8,0,5700,1.2,Secondary,1,0,1,0,0,1,3.2,Low,31.8,19.0,0,0
4424,Male,10,17,82.8,72.8,0,8300,3.2,Primary,0,0,0,0,0,1,4.6,Medium,33.6,35.1,0,0
4425,Female,6,10,90.8,46.9,0,11200,0.8,Secondary,1,0,1,0,0,1,3.5,High,33.6,27.8,0,0
4426,Male,8,12,97.2,78.2,1,6700,3.2,Primary,0,0,0,0,0,1,4.2,Low,47.5,43.6,1,0
4427,Male,6,10,85.3,79.3,0,12400,4.1,Secondary,0,0,0,0,1,0,5.1,Low,32.0,20.3,0,0
4428,Male,6,13,71.4,82.6,0,11200,0.7,Graduate,1,0,1,0,0,0,7.0,Medium,21.2,38.4,1,0
4429,Male,7,14,93.3,28.1,2,10200,0.3,Secondary,0,0,0,0,0,1,4.4,High,39.0,33.7,0,1
4430,Male,9,13,88.6,54.8,0,6200,0.3,Primary,0,0,0,1,0,1,1.8,Low,14.6,11.8,0,0
4431,Male,7,11,85.5,55.8,0,16000,1.0,Secondary,0,0,0,0,1,1,3.4,Low,40.9,30.3,0,0
4432,Female,9,15,79.9,100.0,0,22400,4.0,No Schooling,0,0,1,0,1,1,6.2,Low,35.6,28.9,1,0
4433,Female,9,16,94.9,97.0,2,7900,2.0,Secondary,0,0,0,0,1,1,3.8,Low,34.5,40.9,0,0
4434,Male,10,17,71.3,55.2,0,5700,1.6,Primary,1,0,0,0,1,0,6.3,Low,55.0,14.9,0,0
4435,Female,6,10,72.9,77.6,3,6100,0.1,Secondary,1,0,1,0,1,1,5.2,Low,47.1,41.5,0,0
4436,Female,9,14,86.5,60.3,0,14000,1.6,Primary,0,0,0,1,0,1,3.4,Low,39.9,25.1,0,0
4437,Female,6,10,88.4,84.1,0,8600,1.2,Primary,0,0,1,0,0,1,7.2,Low,44.0,17.3,0,0
4438,Male,9,13,84.1,51.8,0,6800,1.5,Higher Secondary,0,0,1,1,0,1,4.7,High,39.1,16.2,0,0
4439,Male,7,13,98.7,0.3,3,4800,4.4,Primary,0,0,0,0,1,0,6.8,Low,57.3,32.0,0,1
4440,Male,9,14,72.7,40.8,0,10600,0.8,Graduate,0,0,0,0,0,1,2.2,High,50.1,21.3,0,0
4441,Male,6,12,64.6,33.6,0,12400,2.6,Secondary,0,0,1,1,1,1,4.1,Low,47.4,29.2,0,0
4442,Male,9,14,91.2,32.6,0,7700,3.5,Secondary,0,0,0,0,1,1,1.3,Low,46.6,31.0,0,0
4443,Female,6,12,70.5,100.0,0,9800,5.2,No Schooling,0,0,1,0,0,1,6.5,Low,36.7,48.0,1,0
4444,Female,6,12,62.6,51.0,0,11400,0.1,Primary,0,1,0,0,0,1,4.8,Medium,23.3,10.9,0,0
4445,Male,8,12,96.6,41.4,0,15400,3.5,Primary,0,0,0,0,0,1,4.4,High,40.5,21.4,1,0
4446,Male,7,11,74.1,100.0,0,4400,0.7,No Schooling,0,1,0,0,0,1,5.5,Low,55.7,49.3,0,0
4447,Male,9,14,86.9,69.1,0,4900,1.5,Higher Secondary,0,0,0,1,0,1,2.0,Low,54.4,42.6,0,0
4448,Male,9,13,67.4,67.6,0,6100,3.3,Higher Secondary,0,0,1,0,0,1,3.7,Medium,44.1,35.9,0,0
4449,Female,8,12,95.8,62.7,0,8200,4.0,Higher Secondary,0,0,0,0,0,1,6.3,High,42.8,52.9,0,0
4450,Male,9,14,91.8,77.7,0,5800,0.4,Primary,1,0,0,0,0,0,4.0,Medium,28.5,46.9,0,0
4451,Female,9,14,63.9,63.1,0,6600,2.2,No Schooling,0,0,0,0,0,1,4.6,Medium,13.7,13.5,1,0
4452,Female,10,15,91.2,46.4,1,13300,8.2,Secondary,0,1,0,0,0,1,2.6,Low,12.2,38.4,0,0
4453,Female,6,10,71.8,36.2,0,3000,0.7,Graduate,0,0,1,0,1,1,3.6,Low,35.8,42.6,0,0
4454,Female,8,12,75.4,53.0,1,4600,0.1,Primary,0,0,1,0,0,1,4.1,Low,29.9,18.9,0,0
4455,Female,9,16,82.9,59.6,1,5000,0.8,Secondary,0,0,0,0,0,1,4.4,Low,34.7,33.2,1,0
4456,Male,6,12,82.8,10.6,1,19300,1.1,Secondary,0,0,1,1,0,1,0.0,Low,34.3,2.9,0,0
4457,Male,7,12,77.0,94.2,1,8500,6.0,Primary,0,0,0,1,0,1,3.8,Medium,22.0,61.4,0,0
4458,Female,7,11,94.6,100.0,0,9400,0.4,Secondary,0,0,0,1,0,1,4.7,High,59.1,52.8,1,0
4459,Male,8,13,57.5,45.5,3,4500,0.1,Higher Secondary,0,0,0,0,0,1,2.9,Low,29.1,22.7,1,1
4460,Female,7,14,87.5,24.0,2,5700,2.4,No Schooling,0,0,1,0,0,1,1.9,Medium,15.6,15.6,1,0
4461,Male,9,16,93.5,89.7,2,3000,0.8,Primary,0,1,1,0,1,0,3.3,Medium,46.4,32.9,0,0
4462,Male,8,15,96.6,95.3,0,8400,0.9,Secondary,0,0,0,1,0,0,8.0,High,74.7,51.3,0,0
4463,Male,9,13,83.4,44.0,1,5000,0.3,Secondary,1,0,1,0,0,1,0.9,Low,31.7,12.9,0,1
4464,Female,7,12,76.1,76.5,3,3000,2.8,Primary,1,0,0,0,1,1,5.7,Medium,33.5,44.4,0,0
4465,Male,9,13,91.6,25.6,3,9900,6.5,Primary,0,0,0,0,0,1,4.0,Low,38.4,31.9,1,0
4466,Male,9,16,77.4,76.4,0,4200,7.7,Secondary,0,0,1,0,0,1,4.1,Medium,51.3,50.0,0,0
4467,Male,6,10,85.7,72.7,2,8600,0.5,Secondary,0,0,1,1,0,1,3.2,Low,52.3,45.5,1,0
4468,Female,6,12,67.7,85.7,0,9800,0.3,Primary,0,1,0,0,1,1,4.3,Medium,34.3,50.8,0,0
4469,Female,7,12,93.3,65.0,0,50000,4.0,Graduate,0,0,1,0,0,1,7.0,Low,36.9,56.3,0,0
4470,Male,10,16,77.2,60.7,4,6100,4.0,Graduate,0,1,0,0,1,1,4.0,Low,25.3,42.7,1,1
4471,Female,7,14,69.4,100.0,0,9100,2.7,Primary,1,0,0,1,0,1,5.5,Low,59.2,56.1,0,0
4472,Male,6,11,84.8,49.6,0,7700,2.3,Secondary,1,0,1,0,1,1,3.1,Low,48.4,34.8,0,0
4473,Female,6,10,87.5,19.8,3,4700,0.3,Secondary,0,0,0,0,0,0,0.0,High,50.3,18.8,0,0
4474,Male,6,12,84.5,79.7,1,9200,0.1,No Schooling,0,0,1,1,0,0,6.9,High,67.5,61.9,0,0
4475,Male,7,13,81.2,75.5,0,13700,1.5,Higher Secondary,0,0,0,0,0,1,4.1,Low,19.7,22.6,1,0
4476,Female,9,13,87.5,92.8,2,11700,2.7,Primary,0,0,1,0,0,1,5.1,High,34.9,38.3,0,0
4477,Female,8,12,59.8,58.9,0,13000,5.9,No Schooling,0,0,0,0,0,1,3.6,Low,0.0,31.6,0,0
4478,Male,10,16,89.7,57.9,1,4600,3.6,No Schooling,0,0,1,0,0,0,2.8,Low,48.8,39.6,0,0
4479,Female,6,12,74.2,22.5,0,8400,7.9,Primary,0,0,0,0,0,1,0.6,Low,21.4,18.5,0,0
4480,Female,8,12,80.8,43.9,1,3000,9.9,Primary,0,0,0,0,0,1,0.5,Medium,62.4,43.4,0,0
4481,Male,9,15,63.2,16.1,0,3000,0.1,Primary,0,0,0,1,0,1,2.2,High,23.3,13.5,0,1
4482,Female,9,14,88.2,59.0,1,26200,1.2,Secondary,0,0,1,0,0,1,3.4,Low,39.6,45.1,1,0
4483,Female,10,14,77.0,100.0,1,8600,0.3,Primary,1,0,1,0,0,1,4.6,Low,49.3,68.7,0,0
4484,Male,7,13,74.2,52.3,1,12400,0.1,Primary,0,0,0,0,0,1,5.1,Medium,31.8,10.2,2,1
4485,Female,8,14,80.6,68.3,1,12400,1.6,Secondary,0,0,0,0,0,1,6.0,High,42.2,53.2,0,0
4486,Male,9,13,83.0,93.4,1,7800,0.7,Higher Secondary,0,0,1,0,0,1,1.9,Low,41.7,37.5,1,0
4487,Female,6,12,84.2,51.1,5,20300,0.1,No Schooling,1,0,1,1,1,1,2.9,Low,13.4,26.2,0,1
4488,Male,9,13,56.8,57.4,0,7300,8.9,Primary,0,0,1,0,0,0,2.6,Low,47.4,25.8,0,0
4489,Male,7,13,67.7,81.8,1,3000,1.9,No Schooling,0,1,0,0,1,1,5.7,Medium,37.4,44.1,1,1
4490,Female,6,13,91.2,99.6,0,9000,0.5,Primary,0,0,0,0,0,1,5.6,Low,64.2,63.7,0,0
4491,Female,9,16,96.3,98.7,4,15400,0.7,No Schooling,0,0,0,0,1,0,7.9,Low,38.6,55.6,1,0
4492,Female,9,14,92.9,100.0,2,3000,2.5,Primary,0,0,0,0,0,0,3.5,Low,43.8,51.3,0,0
4493,Female,10,15,73.1,40.5,0,6600,0.6,Primary,0,1,1,0,1,1,2.2,Medium,36.9,32.1,2,0
4494,Male,10,14,88.5,53.6,2,17400,1.7,Primary,0,0,0,0,0,1,0.9,Medium,28.1,15.4,0,0
4495,Male,7,14,77.5,81.9,1,14900,0.1,Graduate,0,0,0,0,0,1,4.2,Low,62.9,31.2,0,0
4496,Male,9,14,92.8,54.5,0,7300,1.0,Secondary,0,0,0,0,0,1,2.0,High,33.1,3.9,0,0
4497,Male,10,17,99.9,7.6,0,4700,1.0,Higher Secondary,0,0,0,0,0,1,5.1,Medium,49.7,23.9,0,0
4498,Male,7,14,68.6,97.0,1,7900,4.0,Graduate,0,0,1,1,0,1,6.4,High,50.7,46.4,0,0
4499,Female,8,13,83.6,57.3,0,9500,2.7,Primary,0,0,1,0,1,1,3.0,Medium,21.0,30.4,0,0
4500,Female,10,16,87.9,100.0,2,13400,15.0,No Schooling,0,0,0,0,0,1,3.9,High,30.2,30.6,0,0
4501,Male,6,11,96.1,74.9,0,7200,0.4,Primary,0,0,0,0,0,0,5.8,Low,39.4,35.3,0,0
4502,Male,10,16,89.9,96.7,0,23700,2.0,Graduate,0,0,0,1,1,1,6.0,Low,16.6,53.4,0,0
4503,Female,8,12,76.8,98.8,0,9400,5.1,Secondary,0,0,0,0,1,1,5.3,Medium,44.3,48.3,0,0
4504,Male,10,17,75.0,62.5,0,6200,0.1,Secondary,0,0,0,0,1,0,7.1,Low,23.8,16.2,0,0
4505,Male,8,12,89.2,49.4,0,5400,1.2,Graduate,0,0,1,0,0,0,6.1,Low,20.2,53.7,0,0
4506,Male,9,15,86.1,85.0,4,4400,1.7,Primary,0,0,0,0,0,1,5.6,Low,74.8,59.0,0,0
4507,Male,9,16,83.3,67.0,0,16300,1.0,Higher Secondary,0,0,0,1,0,0,1.1,Low,42.3,28.9,0,0
4508,Male,6,13,76.8,79.1,1,6900,3.5,Secondary,1,0,0,0,1,1,4.3,Low,58.1,37.1,1,0
4509,Female,8,15,73.7,53.8,0,3000,5.4,Higher Secondary,0,0,0,0,1,1,1.2,Medium,41.3,33.9,0,0
4510,Male,10,16,84.9,54.9,0,6100,0.4,Higher Secondary,1,0,0,0,1,1,5.9,Low,49.0,40.6,0,0
4511,Female,10,17,85.4,46.1,1,18800,3.7,No Schooling,0,0,0,1,0,1,5.4,Medium,39.2,13.5,0,0
4512,Male,10,17,91.1,78.5,0,5800,1.6,Primary,0,0,0,0,0,1,4.8,Low,12.5,32.1,0,0
4513,Female,9,14,75.8,69.3,5,3100,2.1,Primary,0,0,0,0,1,1,5.6,High,17.5,23.7,1,0
4514,Male,9,15,81.8,66.8,0,5700,3.3,Secondary,0,0,1,0,1,1,5.7,High,42.6,43.4,0,0
4515,Male,8,13,91.8,63.1,0,12000,0.9,Primary,0,0,0,0,0,1,4.6,Low,44.9,30.2,0,0
4516,Male,8,13,98.9,65.1,4,6700,10.5,Secondary,0,0,0,0,0,1,5.2,Medium,31.0,26.9,0,0
4517,Male,8,15,79.6,87.7,0,4100,2.0,Primary,0,0,0,1,1,1,8.0,Medium,48.1,50.7,1,0
4518,Male,6,10,89.1,87.8,4,11900,0.2,Primary,0,0,0,0,1,1,5.2,High,34.8,34.5,0,0
4519,Female,6,10,70.6,49.8,2,17800,3.7,Primary,1,0,0,0,1,0,2.0,Low,33.8,28.2,0,1
4520,Male,8,12,78.4,50.7,0,22100,4.8,Secondary,0,1,1,0,0,0,3.3,Low,44.4,35.3,0,0
4521,Male,7,11,83.1,62.7,0,9100,1.4,Secondary,0,0,1,0,1,1,3.7,Low,32.4,39.5,0,0
4522,Male,7,13,69.4,40.7,0,7000,0.9,Secondary,0,0,1,1,0,1,3.9,Low,21.8,11.0,0,0
4523,Female,6,13,70.8,35.5,3,10700,0.1,Primary,0,0,1,0,0,1,5.9,Low,49.8,33.3,0,1
4524,Female,9,16,87.7,60.3,1,19100,0.9,Higher Secondary,0,0,0,0,0,0,4.4,Medium,51.7,45.5,2,0
4525,Female,10,17,64.4,91.4,0,16400,0.4,Primary,0,0,1,0,1,0,7.8,Low,40.6,32.9,0,1
4526,Female,8,15,74.0,77.4,1,7500,0.4,Primary,0,0,1,0,1,0,1.9,Medium,58.0,28.6,0,0
4527,Female,10,15,86.5,57.3,2,4100,3.0,Primary,0,0,1,0,1,0,5.1,Medium,34.7,34.5,0,0
4528,Female,10,17,82.3,72.3,0,9400,1.0,Primary,0,0,1,1,1,1,4.2,Medium,36.5,40.1,1,0
4529,Male,6,11,91.5,48.5,0,7900,0.3,Secondary,1,1,0,1,1,0,4.0,Medium,33.7,11.6,2,0
4530,Female,6,12,64.2,81.0,2,10900,1.7,No Schooling,0,0,1,0,0,1,7.0,Medium,51.8,57.4,0,1
4531,Female,6,10,79.2,31.9,2,3700,2.8,Primary,0,0,0,0,0,0,4.5,High,33.6,23.8,0,0
4532,Male,6,13,88.6,49.1,1,5000,1.0,Secondary,0,0,0,0,1,1,2.7,High,23.6,16.0,1,0
4533,Female,8,15,67.4,63.3,1,14700,8.0,Graduate,0,0,1,0,1,1,5.7,Low,40.4,28.9,0,0
4534,Male,7,13,84.2,96.7,0,9100,0.2,Secondary,0,0,0,0,1,1,6.2,High,33.5,30.5,0,0
4535,Male,10,14,61.3,18.2,0,3500,1.0,Secondary,0,0,1,0,0,1,1.6,Medium,35.5,3.1,1,0
4536,Male,8,13,63.2,54.6,1,19900,0.1,Primary,0,0,1,0,1,1,4.5,Low,26.3,32.3,1,0
4537,Female,7,13,73.9,42.1,1,6500,6.9,No Schooling,0,0,1,0,0,1,1.2,Low,30.4,18.8,1,1
4538,Female,10,15,97.4,86.5,0,10400,0.4,Secondary,0,0,0,0,0,0,1.1,Low,50.7,29.4,1,0
4539,Male,10,16,77.9,75.0,3,5700,7.4,Higher Secondary,0,0,0,0,0,0,5.9,Medium,25.4,30.8,0,0
4540,Male,9,14,70.7,34.4,0,9600,0.2,Primary,0,0,0,0,1,1,1.8,Medium,9.5,16.3,0,0
4541,Male,9,16,88.4,59.6,0,19900,2.6,No Schooling,0,0,0,0,0,0,6.6,Low,20.1,43.4,1,0
4542,Male,10,14,67.3,63.7,1,20000,0.3,Graduate,0,0,0,0,0,1,3.9,Medium,47.8,9.0,1,0
4543,Female,8,13,65.4,76.8,3,23500,0.8,Graduate,0,0,1,0,0,0,2.2,High,41.7,30.5,1,1
4544,Male,10,14,80.6,69.3,0,5700,4.0,Higher Secondary,1,0,0,0,0,1,4.1,High,62.5,34.2,0,0
4545,Male,6,12,66.4,69.2,0,12500,1.1,Primary,0,0,1,0,0,0,5.8,Medium,32.9,30.7,1,0
4546,Male,8,13,65.0,31.6,0,3000,0.3,Primary,0,0,1,1,1,1,1.4,Low,30.9,33.7,3,0
4547,Female,8,13,79.2,64.5,1,10000,6.5,Primary,1,1,1,0,0,1,5.0,Medium,25.8,35.8,0,0
4548,Male,6,10,75.7,49.8,0,29100,0.1,Secondary,0,1,1,0,0,1,2.5,Low,14.2,8.4,0,1
4549,Female,6,13,96.6,39.1,0,3400,6.6,Graduate,0,0,1,0,1,0,4.1,Medium,26.4,11.1,0,0
4550,Male,6,10,90.7,79.0,0,4500,0.8,No Schooling,1,0,0,0,0,1,2.0,Low,34.1,36.5,0,0
4551,Male,7,14,83.6,50.3,3,7200,3.8,Secondary,0,0,0,1,0,1,6.2,High,37.3,24.4,0,1
4552,Female,6,13,70.3,86.2,0,6700,7.7,Primary,1,0,0,0,0,1,5.2,Medium,47.6,52.9,0,0
4553,Male,7,14,69.9,79.6,0,14200,2.0,No Schooling,0,0,1,0,1,1,3.9,High,48.2,37.4,0,0
4554,Female,9,14,79.4,88.8,0,13600,0.1,Primary,0,1,1,0,0,1,6.6,Medium,37.3,47.9,0,0
4555,Male,8,14,96.1,98.5,0,3000,1.7,Higher Secondary,0,0,0,0,0,1,5.9,Low,55.4,28.1,0,0
4556,Female,9,16,57.2,70.7,4,3900,0.2,Primary,0,0,0,0,1,0,3.9,Medium,28.4,39.6,0,1
4557,Female,6,10,62.7,47.0,1,7200,0.2,Graduate,0,0,1,1,1,0,2.8,Medium,28.0,18.6,0,0
4558,Female,10,14,85.7,14.3,1,5400,8.2,Higher Secondary,0,0,1,0,0,0,0.8,Medium,46.8,6.8,0,0
4559,Male,6,10,50.6,40.8,0,10300,1.4,Primary,0,0,0,0,0,1,4.0,Medium,50.2,19.9,0,0
4560,Female,7,14,69.5,36.6,0,10700,0.6,No Schooling,1,1,0,1,0,1,4.2,Medium,41.1,42.7,1,0
4561,Female,8,12,76.2,62.9,0,3000,0.7,No Schooling,0,0,0,0,1,1,4.6,High,33.1,38.4,1,0
4562,Male,10,17,98.3,2.0,0,6500,3.9,Higher Secondary,1,0,0,0,1,1,3.3,Medium,31.3,20.1,0,0
4563,Male,10,17,70.2,84.0,0,4400,11.6,Primary,0,0,0,0,1,0,8.0,Medium,42.1,27.2,2,0
4564,Female,9,16,96.0,96.3,0,8700,0.5,Primary,0,0,0,0,0,1,4.7,Low,57.9,30.5,1,0
4565,Male,9,15,81.1,46.6,1,12900,0.3,No Schooling,0,0,0,0,0,1,3.7,Low,18.7,9.7,0,0
4566,Female,8,14,60.3,21.1,0,7000,8.9,Secondary,0,0,0,0,0,1,0.2,Medium,33.6,38.8,1,0
4567,Female,9,15,94.5,56.7,5,3300,6.3,Primary,0,0,0,0,1,1,3.0,Low,39.8,21.1,0,0
4568,Male,6,12,91.1,100.0,0,20400,2.9,Secondary,0,0,1,0,0,0,3.0,Low,65.6,38.6,0,0
4569,Female,7,14,68.1,80.3,0,4700,4.0,Primary,0,0,0,1,1,1,6.5,Medium,24.7,38.6,1,0
4570,Female,10,15,58.5,34.8,0,5600,0.2,Higher Secondary,0,0,1,0,0,1,0.0,Low,19.6,26.0,0,0
4571,Male,10,17,77.5,53.1,1,3000,2.7,Primary,1,1,0,0,0,1,1.0,Medium,38.4,27.2,0,1
4572,Female,7,12,82.7,54.1,2,11800,1.6,Secondary,0,0,0,0,0,1,4.2,Low,42.9,25.2,0,0
